team_name,opponent,match_date,year,round,venue,home_away,result,team_win,recent_form_5,avg_score_last5,win_streak_entering_match,days_rest,points_before_match,ladder_position_before_match,h2h_win_rate_vs_opponent,venue_win_rate
Brisbane Lions,Essendon Bombers,2017-04-01,2017,2,The Gabba,H,L,0,0.4,81.6,1,7.0,4.0,1.0,0.43478260869565216,0.5815899581589958
Brisbane Lions,St Kilda Saints,2017-04-09,2017,3,Marvel Stadium,A,L,0,0.4,90.6,-1,8.0,4.0,9.0,0.6153846153846154,0.3728813559322034
Brisbane Lions,Richmond Tigers,2017-04-16,2017,4,The Gabba,H,L,0,0.2,86.0,-2,7.0,4.0,10.0,0.3333333333333333,0.5791666666666667
Brisbane Lions,Western Bulldogs,2017-04-22,2017,5,Marvel Stadium,A,L,0,0.2,85.6,-3,6.0,4.0,13.0,0.42857142857142855,0.36666666666666664
Brisbane Lions,Port Adelaide Power,2017-04-29,2017,6,The Gabba,H,L,0,0.2,83.0,-4,7.0,4.0,13.0,0.5416666666666666,0.5767634854771784
Brisbane Lions,Sydney Swans,2017-05-07,2017,7,Sydney Cricket Ground,A,L,0,0.0,76.8,-5,8.0,4.0,15.0,0.32,0.35714285714285715
Brisbane Lions,Hawthorn Hawks,2017-05-13,2017,8,UTAS Stadium,A,L,0,0.0,76.2,-6,6.0,4.0,17.0,0.44,0.14285714285714285
Brisbane Lions,adelaide crows,2017-05-20,2017,9,The Gabba,H,L,0,0.0,76.0,-7,7.0,4.0,16.0,0.5,0.5743801652892562
Brisbane Lions,Collingwood Magpies,2017-05-28,2017,10,Melbourne Cricket Ground,A,L,0,0.0,74.6,-8,8.0,4.0,18.0,0.5789473684210527,0.3191489361702128
Brisbane Lions,Fremantle Dockers,2017-06-10,2017,12,The Gabba,H,W,1,0.0,73.4,-9,13.0,4.0,14.0,0.36363636363636365,0.5720164609053497
Brisbane Lions,Port Adelaide Power,2017-06-17,2017,13,Adelaide Oval,A,L,0,0.2,84.2,1,7.0,8.0,12.0,0.52,0.0
Brisbane Lions,Greater Western Sydney Giants,2017-06-24,2017,14,The Gabba,H,L,0,0.2,84.2,-1,7.0,8.0,18.0,0.4,0.5737704918032787
Brisbane Lions,Essendon Bombers,2017-07-02,2017,15,Marvel Stadium,A,W,1,0.2,86.4,-2,8.0,8.0,18.0,0.4166666666666667,0.36065573770491804
Brisbane Lions,Geelong Cats,2017-07-08,2017,16,The Gabba,H,L,0,0.4,92.4,1,6.0,12.0,18.0,0.43478260869565216,0.5714285714285714
Brisbane Lions,Richmond Tigers,2017-07-16,2017,17,Marvel Stadium,A,L,0,0.4,91.2,-1,8.0,12.0,18.0,0.32,0.3709677419354839
Brisbane Lions,Carlton Blues,2017-07-23,2017,18,The Gabba,H,W,1,0.2,83.2,-2,7.0,12.0,18.0,0.5384615384615384,0.5691056910569106
Brisbane Lions,West Coast Eagles,2017-07-30,2017,19,Domain Stadium,A,L,0,0.4,89.4,1,7.0,16.0,17.0,0.35294117647058826,0.28
Brisbane Lions,Western Bulldogs,2017-08-05,2017,20,The Gabba,H,L,0,0.4,81.2,-1,6.0,16.0,18.0,0.41379310344827586,0.5708502024291497
Brisbane Lions,gold coast suns,2017-08-12,2017,21,The Gabba,H,W,1,0.2,81.0,-2,7.0,16.0,18.0,0.0,0.5685483870967742
Brisbane Lions,Melbourne Demons,2017-08-20,2017,22,Melbourne Cricket Ground,A,L,0,0.4,93.8,1,8.0,20.0,16.0,0.6521739130434783,0.3125
Brisbane Lions,North Melbourne Kangaroos,2017-08-26,2017,23,The Gabba,H,L,0,0.4,95.8,-1,6.0,20.0,17.0,0.4838709677419355,0.570281124497992
Brisbane Lions,St Kilda Saints,2018-03-24,2018,1,Marvel Stadium,A,L,0,0.2,89.2,-2,210.0,0.0,1.0,0.5925925925925926,0.36507936507936506
Brisbane Lions,Melbourne Demons,2018-03-31,2018,2,The Gabba,H,L,0,0.2,96.6,-3,7.0,0.0,10.0,0.625,0.568
Brisbane Lions,Port Adelaide Power,2018-04-07,2018,3,Adelaide Oval,A,L,0,0.2,93.6,-4,7.0,0.0,15.0,0.5,0.0
Brisbane Lions,Richmond Tigers,2018-04-14,2018,4,Melbourne Cricket Ground,A,L,0,0.0,83.6,-5,7.0,0.0,17.0,0.3076923076923077,0.30612244897959184
Brisbane Lions,Gold Coast Suns,2018-04-22,2018,5,The Gabba,H,L,0,0.0,68.8,-6,8.0,0.0,17.0,0.6666666666666666,0.5657370517928287
Brisbane Lions,Greater Western Sydney Giants,2018-04-28,2018,6,ENGIE Stadium,A,L,0,0.0,67.2,-7,6.0,0.0,17.0,0.3333333333333333,0.0
Brisbane Lions,collingwood magpies,2018-05-06,2018,7,The Gabba,H,L,0,0.0,59.4,-8,8.0,0.0,17.0,0.6666666666666666,0.5634920634920635
Brisbane Lions,Western Bulldogs,2018-05-12,2018,8,Marvel Stadium,A,L,0,0.0,67.4,-9,6.0,0.0,17.0,0.4,0.359375
Brisbane Lions,Hawthorn Hawks,2018-05-20,2018,9,The Gabba,H,W,1,0.0,67.6,-10,8.0,0.0,18.0,0.4230769230769231,0.5612648221343873
Brisbane Lions,Sydney Swans,2018-05-26,2018,10,The Gabba,H,L,0,0.2,90.0,1,6.0,4.0,15.0,0.3076923076923077,0.562992125984252
Brisbane Lions,North Melbourne Kangaroos,2018-06-03,2018,11,Marvel Stadium,A,L,0,0.2,85.6,-1,8.0,4.0,17.0,0.46875,0.35384615384615387
Brisbane Lions,Essendon Bombers,2018-06-10,2018,12,The Gabba,H,L,0,0.2,94.4,-2,7.0,4.0,14.0,0.44,0.5607843137254902
Brisbane Lions,Greater Western Sydney Giants,2018-06-23,2018,14,The Gabba,H,L,0,0.2,84.0,-3,13.0,4.0,11.0,0.2857142857142857,0.55859375
Brisbane Lions,Fremantle Dockers,2018-07-01,2018,15,Optus Stadium,A,W,1,0.2,81.8,-4,8.0,4.0,17.0,0.391304347826087,
Brisbane Lions,Carlton Blues,2018-07-07,2018,16,The Gabba,H,W,1,0.2,79.8,1,6.0,8.0,17.0,0.5555555555555556,0.556420233463035
Brisbane Lions,Hawthorn Hawks,2018-07-14,2018,17,UTAS Stadium,A,W,1,0.4,94.0,2,7.0,12.0,16.0,0.4444444444444444,0.125
Brisbane Lions,adelaide crows,2018-07-21,2018,18,The Gabba,H,L,0,0.6,96.2,3,7.0,16.0,16.0,0.42857142857142855,0.5581395348837209
Brisbane Lions,geelong cats,2018-07-28,2018,19,GMHBA Stadium,A,L,0,0.6,101.4,-1,7.0,16.0,16.0,0.5,0.3333333333333333
Brisbane Lions,North Melbourne Kangaroos,2018-08-04,2018,20,The Gabba,H,L,0,0.6,100.6,-2,7.0,16.0,16.0,0.45454545454545453,0.555984555984556
Brisbane Lions,Collingwood Magpies,2018-08-11,2018,21,Marvel Stadium,A,L,0,0.4,97.6,-3,7.0,16.0,16.0,0.55,0.3484848484848485
Brisbane Lions,Gold Coast Suns,2018-08-18,2018,22,People First Stadium,A,W,1,0.2,88.2,-4,7.0,16.0,16.0,0.6153846153846154,0.375
Brisbane Lions,West Coast Eagles,2018-08-26,2018,23,The Gabba,H,L,0,0.2,84.2,1,8.0,20.0,15.0,0.3333333333333333,0.5538461538461539
Brisbane Lions,West Coast Eagles,2019-03-23,2019,1,The Gabba,H,W,1,0.2,81.0,-1,209.0,0.0,1.0,0.3157894736842105,0.5517241379310345
Brisbane Lions,North Melbourne Kangaroos,2019-03-31,2019,2,Marvel Stadium,A,W,1,0.4,85.8,1,8.0,4.0,1.0,0.4411764705882353,0.34328358208955223
Brisbane Lions,Port Adelaide Power,2019-04-06,2019,3,The Gabba,H,W,1,0.6,86.4,2,6.0,8.0,1.0,0.48148148148148145,0.5534351145038168
Brisbane Lions,essendon bombers,2019-04-13,2019,4,Melbourne Cricket Ground,A,L,0,0.8,93.2,3,7.0,12.0,1.0,0.75,0.3
Brisbane Lions,Collingwood Magpies,2019-04-18,2019,5,The Gabba,H,L,0,0.6,90.6,-1,5.0,12.0,1.0,0.5238095238095238,0.5551330798479087
Brisbane Lions,Gold Coast Suns,2019-04-27,2019,6,People First Stadium,A,W,1,0.6,88.4,-2,9.0,12.0,3.0,0.6428571428571429,0.4444444444444444
Brisbane Lions,Sydney Swans,2019-05-04,2019,7,The Gabba,H,W,1,0.6,90.2,1,7.0,16.0,2.0,0.2962962962962963,0.553030303030303
Brisbane Lions,Western Bulldogs,2019-05-11,2019,8,Mars Stadium,A,L,0,0.6,89.4,2,7.0,20.0,2.0,0.3870967741935484,
Brisbane Lions,Adelaide Crows,2019-05-18,2019,9,The Gabba,H,W,1,0.4,83.2,-1,7.0,20.0,3.0,0.5,0.5547169811320755
Brisbane Lions,Fremantle Dockers,2019-05-26,2019,10,Optus Stadium,A,L,0,0.6,88.8,1,8.0,24.0,3.0,0.4166666666666667,1.0
Brisbane Lions,Hawthorn Hawks,2019-06-01,2019,11,The Gabba,H,W,1,0.6,91.0,-1,6.0,24.0,6.0,0.4642857142857143,0.556390977443609
Brisbane Lions,Carlton Blues,2019-06-08,2019,12,Marvel Stadium,A,L,0,0.6,85.8,1,7.0,28.0,5.0,0.5714285714285714,0.35294117647058826
Brisbane Lions,St Kilda Saints,2019-06-22,2019,14,Marvel Stadium,A,W,1,0.4,77.8,-1,14.0,28.0,4.0,0.5714285714285714,0.34782608695652173
Brisbane Lions,melbourne demons,2019-06-30,2019,15,The Gabba,H,W,1,0.6,85.6,1,8.0,32.0,5.0,0.0,0.5580524344569289
Brisbane Lions,Greater Western Sydney Giants,2019-07-07,2019,16,ENGIE Stadium,A,W,1,0.6,88.4,2,7.0,36.0,4.0,0.25,0.0
Brisbane Lions,Port Adelaide Power,2019-07-14,2019,17,Adelaide Oval,A,W,1,0.8,92.8,3,7.0,40.0,3.0,0.5,0.0
Brisbane Lions,North Melbourne Kangaroos,2019-07-20,2019,18,The Gabba,H,W,1,0.8,95.2,4,6.0,44.0,2.0,0.45714285714285713,0.5597014925373134
Brisbane Lions,Hawthorn Hawks,2019-07-27,2019,19,UTAS Stadium,A,W,1,1.0,100.0,5,7.0,48.0,2.0,0.4827586206896552,0.2222222222222222
Brisbane Lions,Western Bulldogs,2019-08-04,2019,20,The Gabba,H,W,1,1.0,94.4,6,8.0,52.0,2.0,0.375,0.5613382899628253
Brisbane Lions,Gold Coast Suns,2019-08-10,2019,21,The Gabba,H,W,1,1.0,92.6,7,6.0,56.0,1.0,0.6666666666666666,0.562962962962963
Brisbane Lions,geelong cats,2019-08-17,2019,22,The Gabba,H,W,1,1.0,102.6,8,7.0,60.0,1.0,0.4444444444444444,0.5645756457564576
Brisbane Lions,Richmond Tigers,2019-08-25,2019,23,Melbourne Cricket Ground,A,L,0,1.0,98.2,9,8.0,64.0,1.0,0.2962962962962963,0.29411764705882354
Brisbane Lions,Richmond Tigers,2019-09-07,2019,QF,The Gabba,H,L,0,0.8,91.8,-1,13.0,64.0,1.0,0.2857142857142857,0.5661764705882353
Brisbane Lions,Greater Western Sydney Giants,2019-09-14,2019,SF,The Gabba,H,L,0,0.6,87.4,-2,7.0,64.0,1.0,0.3333333333333333,0.5641025641025641
Brisbane Lions,hawthorn hawks,2020-03-22,2020,1,Melbourne Cricket Ground,A,L,0,0.4,83.8,-3,190.0,0.0,1.0,0.5,0.28846153846153844
Brisbane Lions,Fremantle Dockers,2020-06-13,2020,2,The Gabba,H,W,1,0.2,67.4,-4,83.0,0.0,10.0,0.4,0.5620437956204379
Brisbane Lions,West Coast Eagles,2020-06-20,2020,3,The Gabba,H,W,1,0.2,68.6,1,7.0,4.0,5.0,0.35,0.5636363636363636
Brisbane Lions,Adelaide Crows,2020-06-28,2020,4,The Gabba,H,W,1,0.4,72.4,2,8.0,8.0,3.0,0.52,0.5652173913043478
Brisbane Lions,Port Adelaide Power,2020-07-04,2020,5,The Gabba,H,W,1,0.6,76.0,3,6.0,12.0,2.0,0.5172413793103449,0.5667870036101083
Brisbane Lions,Geelong Cats,2020-07-09,2020,6,Sydney Cricket Ground,A,L,0,0.8,77.0,4,5.0,16.0,1.0,0.4166666666666667,0.3333333333333333
Brisbane Lions,Greater Western Sydney Giants,2020-07-18,2020,7,ENGIE Stadium,A,W,1,0.8,73.8,-1,9.0,16.0,2.0,0.3,0.3333333333333333
Brisbane Lions,Melbourne Demons,2020-07-26,2020,8,People First Stadium,A,W,1,0.8,75.2,1,8.0,20.0,2.0,0.6,0.5
Brisbane Lions,Essendon Bombers,2020-07-31,2020,9,People First Stadium,A,W,1,0.8,71.0,2,5.0,24.0,1.0,0.4230769230769231,0.5454545454545454
Brisbane Lions,Richmond Tigers,2020-08-04,2020,10,People First Stadium,A,L,0,0.8,72.6,3,4.0,28.0,1.0,0.27586206896551724,0.5833333333333334
Brisbane Lions,Western Bulldogs,2020-08-08,2020,11,The Gabba,H,W,1,0.6,63.8,-1,4.0,28.0,2.0,0.3939393939393939,0.5683453237410072
Brisbane Lions,North Melbourne Kangaroos,2020-08-15,2020,12,Ninja Stadium,A,W,1,0.8,73.8,1,7.0,32.0,2.0,0.4722222222222222,
Brisbane Lions,St Kilda Saints,2020-08-23,2020,13,The Gabba,H,W,1,0.8,66.8,2,8.0,36.0,1.0,0.5862068965517241,0.5698924731182796
Brisbane Lions,Collingwood Magpies,2020-09-04,2020,15,The Gabba,H,W,1,0.8,66.2,3,12.0,40.0,1.0,0.5,0.5714285714285714
Brisbane Lions,Gold Coast Suns,2020-09-09,2020,16,The Gabba,H,W,1,0.8,56.4,4,5.0,44.0,1.0,0.6875,0.5729537366548043
Brisbane Lions,Sydney Swans,2020-09-13,2020,17,Cazaly's Stadium,A,W,1,1.0,65.8,5,4.0,48.0,1.0,0.32142857142857145,
Brisbane Lions,Carlton Blues,2020-09-19,2020,18,The Gabba,H,W,1,1.0,61.2,6,6.0,52.0,1.0,0.5517241379310345,0.574468085106383
Brisbane Lions,Richmond Tigers,2020-10-02,2020,QF,The Gabba,H,W,1,1.0,66.2,7,13.0,56.0,1.0,0.26666666666666666,0.5759717314487632
Brisbane Lions,Geelong Cats,2020-10-17,2020,PF,The Gabba,H,L,0,1.0,70.0,8,15.0,60.0,1.0,0.4,0.5774647887323944
Brisbane Lions,sydney swans,2021-03-20,2021,1,The Gabba,H,L,0,0.8,70.0,-1,154.0,0.0,1.0,0.375,0.5754385964912281
Brisbane Lions,Geelong Cats,2021-03-26,2021,2,GMHBA Stadium,A,L,0,0.6,71.2,-2,6.0,0.0,10.0,0.38461538461538464,0.3125
Brisbane Lions,Collingwood Magpies,2021-04-01,2021,3,Marvel Stadium,A,W,1,0.4,72.6,-3,6.0,0.0,14.0,0.5217391304347826,0.35714285714285715
Brisbane Lions,Western Bulldogs,2021-04-10,2021,4,Mars Stadium,A,L,0,0.4,71.6,1,9.0,4.0,9.0,0.4117647058823529,0.0
Brisbane Lions,Essendon Bombers,2021-04-17,2021,5,The Gabba,H,W,1,0.2,68.6,-1,7.0,4.0,12.0,0.4444444444444444,0.5734265734265734
Brisbane Lions,Carlton Blues,2021-04-24,2021,6,Marvel Stadium,A,W,1,0.4,80.6,1,7.0,8.0,10.0,0.5666666666666667,0.36619718309859156
Brisbane Lions,Port Adelaide Power,2021-05-01,2021,7,The Gabba,H,W,1,0.6,82.4,2,7.0,12.0,7.0,0.5333333333333333,0.5749128919860628
Brisbane Lions,Fremantle Dockers,2021-05-09,2021,8,The Gabba,H,W,1,0.8,85.0,3,8.0,16.0,5.0,0.4230769230769231,0.5763888888888888
Brisbane Lions,Gold Coast Suns,2021-05-15,2021,9,People First Stadium,A,W,1,0.8,89.4,4,6.0,20.0,4.0,0.7058823529411765,0.5384615384615384
Brisbane Lions,Richmond Tigers,2021-05-21,2021,10,The Gabba,H,W,1,1.0,103.4,5,6.0,24.0,3.0,0.2903225806451613,0.5778546712802768
Brisbane Lions,Greater Western Sydney Giants,2021-05-29,2021,11,The Gabba,H,W,1,1.0,103.4,6,8.0,28.0,3.0,0.36363636363636365,0.5793103448275863
Brisbane Lions,Melbourne Demons,2021-06-04,2021,12,ENGIE Stadium,A,L,0,1.0,108.6,7,6.0,32.0,3.0,0.6153846153846154,0.5
Brisbane Lions,north melbourne kangaroos,2021-06-19,2021,14,Ninja Stadium,A,W,1,0.8,105.0,-1,15.0,32.0,3.0,0.0,1.0
Brisbane Lions,Geelong Cats,2021-06-24,2021,15,The Gabba,H,W,1,0.8,99.6,1,5.0,36.0,4.0,0.37037037037037035,0.5807560137457045
Brisbane Lions,Adelaide Crows,2021-07-03,2021,16,Adelaide Oval,A,W,1,0.8,93.6,2,9.0,40.0,3.0,0.5384615384615384,0.14285714285714285
Brisbane Lions,St Kilda Saints,2021-07-10,2021,17,People First Stadium,H,L,0,0.8,95.4,3,7.0,44.0,3.0,0.6,0.5714285714285714
Brisbane Lions,richmond tigers,2021-07-16,2021,18,People First Stadium,A,L,0,0.6,82.2,-1,6.0,44.0,4.0,0.0,0.5333333333333333
Brisbane Lions,gold coast suns,2021-07-24,2021,19,The Gabba,H,W,1,0.6,84.4,-2,8.0,44.0,5.0,0.5,0.5821917808219178
Brisbane Lions,Hawthorn Hawks,2021-08-01,2021,20,UTAS Stadium,A,L,0,0.6,94.8,1,8.0,48.0,5.0,0.5,0.3
Brisbane Lions,Fremantle Dockers,2021-08-08,2021,21,Optus Stadium,A,W,1,0.4,92.0,-1,7.0,48.0,6.0,0.4444444444444444,0.5
Brisbane Lions,Collingwood Magpies,2021-08-14,2021,22,The Gabba,H,W,1,0.4,93.4,1,6.0,52.0,5.0,0.5416666666666666,0.5836177474402731
Brisbane Lions,west coast eagles,2021-08-21,2021,23,The Gabba,H,W,1,0.6,109.2,2,7.0,56.0,5.0,0.3076923076923077,0.5850340136054422
Brisbane Lions,Melbourne Demons,2021-08-28,2021,QF,Adelaide Oval,A,L,0,0.8,117.0,3,7.0,60.0,4.0,0.5925925925925926,0.25
Brisbane Lions,Western Bulldogs,2021-09-04,2021,SF,The Gabba,H,L,0,0.6,105.0,-1,7.0,60.0,3.0,0.4,0.5864406779661017
Brisbane Lions,Port Adelaide Power,2022-03-19,2022,1,The Gabba,H,W,1,0.6,104.6,-2,196.0,0.0,1.0,0.5483870967741935,0.5844594594594594
Brisbane Lions,Essendon Bombers,2022-03-26,2022,2,Marvel Stadium,A,W,1,0.6,97.0,1,7.0,4.0,1.0,0.4642857142857143,0.375
Brisbane Lions,North Melbourne Kangaroos,2022-04-02,2022,3,The Gabba,H,W,1,0.6,88.0,2,7.0,8.0,1.0,0.4864864864864865,0.5858585858585859
Brisbane Lions,Geelong Cats,2022-04-08,2022,4,GMHBA Stadium,A,L,0,0.6,94.2,3,6.0,12.0,1.0,0.39285714285714285,0.29411764705882354
Brisbane Lions,Collingwood Magpies,2022-04-14,2022,5,The Gabba,H,W,1,0.6,96.2,-1,6.0,12.0,2.0,0.56,0.587248322147651
Brisbane Lions,Gold Coast Suns,2022-04-24,2022,6,People First Stadium,A,W,1,0.8,100.2,1,10.0,16.0,2.0,0.7222222222222222,0.5
Brisbane Lions,Sydney Swans,2022-05-01,2022,7,Sydney Cricket Ground,A,W,1,0.8,110.6,2,7.0,20.0,2.0,0.3448275862068966,0.3125
Brisbane Lions,west coast eagles,2022-05-07,2022,8,The Gabba,H,W,1,0.8,113.8,3,6.0,24.0,2.0,0.35714285714285715,0.5886287625418061
Brisbane Lions,Adelaide Crows,2022-05-14,2022,9,Adelaide Oval,A,W,1,0.8,103.6,4,7.0,28.0,2.0,0.5555555555555556,0.2222222222222222
Brisbane Lions,Hawthorn Hawks,2022-05-22,2022,10,UTAS Stadium,A,L,0,1.0,110.0,5,8.0,32.0,2.0,0.4838709677419355,0.2727272727272727
Brisbane Lions,Greater Western Sydney Giants,2022-05-28,2022,11,The Gabba,H,W,1,0.8,112.8,-1,6.0,32.0,2.0,0.4166666666666667,0.59
Brisbane Lions,Fremantle Dockers,2022-06-05,2022,12,Optus Stadium,A,L,0,0.8,108.4,1,8.0,36.0,2.0,0.4642857142857143,0.6666666666666666
Brisbane Lions,St Kilda Saints,2022-06-11,2022,13,The Gabba,H,W,1,0.6,102.8,-1,6.0,36.0,2.0,0.5806451612903226,0.5913621262458472
Brisbane Lions,Melbourne Demons,2022-06-23,2022,15,Melbourne Cricket Ground,A,L,0,0.6,97.4,1,12.0,40.0,1.0,0.5714285714285714,0.2830188679245283
Brisbane Lions,Western Bulldogs,2022-06-30,2022,16,The Gabba,H,W,1,0.4,87.6,-1,7.0,40.0,2.0,0.3888888888888889,0.5927152317880795
Brisbane Lions,Essendon Bombers,2022-07-10,2022,17,The Gabba,H,L,0,0.6,86.8,1,10.0,44.0,2.0,0.4827586206896552,0.594059405940594
Brisbane Lions,Greater Western Sydney Giants,2022-07-16,2022,18,Manuka Oval,A,W,1,0.4,82.8,-1,6.0,44.0,4.0,0.46153846153846156,
Brisbane Lions,Gold Coast Suns,2022-07-23,2022,19,The Gabba,H,W,1,0.6,85.6,1,7.0,48.0,3.0,0.7368421052631579,0.5921052631578947
Brisbane Lions,Richmond Tigers,2022-07-31,2022,20,Melbourne Cricket Ground,A,L,0,0.6,92.0,2,8.0,52.0,2.0,0.3125,0.2777777777777778
Brisbane Lions,carlton blues,2022-08-07,2022,21,The Gabba,H,W,1,0.6,100.8,-1,7.0,52.0,4.0,0.4,0.5934426229508196
Brisbane Lions,St Kilda Saints,2022-08-12,2022,22,Marvel Stadium,A,W,1,0.6,102.0,1,5.0,56.0,3.0,0.59375,0.3835616438356164
Brisbane Lions,Melbourne Demons,2022-08-19,2022,23,The Gabba,H,L,0,0.8,100.2,2,7.0,60.0,2.0,0.5517241379310345,0.5947712418300654
Brisbane Lions,richmond tigers,2022-09-01,2022,EF,The Gabba,H,W,1,0.6,91.8,-1,13.0,60.0,2.0,0.0,0.5928338762214984
Brisbane Lions,Melbourne Demons,2022-09-09,2022,SF,Melbourne Cricket Ground,A,W,1,0.6,91.0,1,8.0,64.0,2.0,0.5333333333333333,0.2727272727272727
Brisbane Lions,Geelong Cats,2022-09-16,2022,PF,Melbourne Cricket Ground,A,L,0,0.8,90.0,2,7.0,68.0,2.0,0.3793103448275862,0.2857142857142857
Brisbane Lions,Port Adelaide Power,2023-03-18,2023,1,Adelaide Oval,A,L,0,0.6,77.0,-1,183.0,0.0,1.0,0.5625,0.3
Brisbane Lions,Melbourne Demons,2023-03-24,2023,2,The Gabba,H,W,1,0.4,75.2,-2,6.0,0.0,11.0,0.5483870967741935,0.5941558441558441
Brisbane Lions,Western Bulldogs,2023-03-30,2023,3,Marvel Stadium,A,L,0,0.6,82.4,1,6.0,4.0,8.0,0.40540540540540543,0.3918918918918919
Brisbane Lions,Collingwood Magpies,2023-04-06,2023,4,The Gabba,H,W,1,0.4,71.8,-1,7.0,4.0,9.0,0.5769230769230769,0.5954692556634305
Brisbane Lions,North Melbourne Kangaroos,2023-04-15,2023,5,Adelaide Hills,H,W,1,0.4,76.6,1,9.0,8.0,6.0,0.5,
Brisbane Lions,Greater Western Sydney Giants,2023-04-22,2023,6,Manuka Oval,A,W,1,0.6,97.2,2,7.0,12.0,5.0,0.5,1.0
Brisbane Lions,Fremantle Dockers,2023-04-29,2023,7,The Gabba,H,W,1,0.8,104.4,3,7.0,16.0,3.0,0.4482758620689655,0.5967741935483871
Brisbane Lions,Carlton Blues,2023-05-05,2023,8,Marvel Stadium,A,W,1,0.8,108.8,4,6.0,20.0,2.0,0.5806451612903226,0.38666666666666666
Brisbane Lions,Essendon Bombers,2023-05-13,2023,9,The Gabba,H,W,1,1.0,118.2,5,8.0,24.0,2.0,0.4666666666666667,0.5980707395498392
Brisbane Lions,gold coast suns,2023-05-20,2023,10,The Gabba,H,W,1,1.0,112.4,6,7.0,28.0,2.0,0.6666666666666666,0.5993589743589743
Brisbane Lions,Adelaide Crows,2023-05-28,2023,11,Adelaide Oval,A,L,0,1.0,103.4,7,8.0,32.0,2.0,0.5714285714285714,0.2727272727272727
Brisbane Lions,Hawthorn Hawks,2023-06-10,2023,13,Melbourne Cricket Ground,A,L,0,0.8,97.4,-1,13.0,32.0,3.0,0.46875,0.2807017543859649
Brisbane Lions,sydney swans,2023-06-16,2023,14,The Gabba,H,W,1,0.6,89.0,-2,6.0,32.0,2.0,0.3333333333333333,0.6006389776357828
Brisbane Lions,st kilda saints,2023-06-23,2023,15,Marvel Stadium,A,W,1,0.6,88.4,1,7.0,36.0,2.0,0.0,0.39473684210526316
Brisbane Lions,Richmond Tigers,2023-06-29,2023,16,The Gabba,H,W,1,0.6,87.8,2,6.0,40.0,3.0,0.30303030303030304,0.6019108280254777
Brisbane Lions,West Coast Eagles,2023-07-08,2023,17,The Gabba,H,W,1,0.6,93.2,3,9.0,44.0,3.0,0.38095238095238093,0.6031746031746031
Brisbane Lions,Melbourne Demons,2023-07-14,2023,18,Melbourne Cricket Ground,A,L,0,0.8,100.8,4,6.0,48.0,3.0,0.5625,0.27586206896551724
Brisbane Lions,Geelong Cats,2023-07-22,2023,19,The Gabba,H,W,1,0.8,107.0,-1,8.0,48.0,3.0,0.36666666666666664,0.6044303797468354
Brisbane Lions,Gold Coast Suns,2023-07-29,2023,20,People First Stadium,A,L,0,0.8,100.4,1,7.0,52.0,3.0,0.75,0.5294117647058824
Brisbane Lions,Fremantle Dockers,2023-08-06,2023,21,Optus Stadium,A,W,1,0.6,94.6,-1,8.0,52.0,3.0,0.4666666666666667,0.5
Brisbane Lions,Adelaide Crows,2023-08-12,2023,22,The Gabba,H,W,1,0.6,83.2,1,6.0,56.0,2.0,0.5517241379310345,0.6056782334384858
Brisbane Lions,Collingwood Magpies,2023-08-18,2023,23,Marvel Stadium,A,W,1,0.6,79.8,2,6.0,60.0,2.0,0.5925925925925926,0.4025974025974026
Brisbane Lions,St Kilda Saints,2023-08-26,2023,24,The Gabba,H,W,1,0.8,83.8,3,8.0,64.0,2.0,0.6060606060606061,0.6069182389937107
Brisbane Lions,Port Adelaide Power,2023-09-09,2023,QF,The Gabba,H,W,1,0.8,85.4,4,14.0,68.0,2.0,0.5454545454545454,0.6081504702194357
Brisbane Lions,Carlton Blues,2023-09-23,2023,PF,The Gabba,H,W,1,1.0,99.0,5,14.0,72.0,2.0,0.59375,0.609375
Brisbane Lions,Collingwood Magpies,2023-09-30,2023,GF,Melbourne Cricket Ground,A,L,0,1.0,99.4,6,7.0,76.0,2.0,0.6071428571428571,0.2711864406779661
Brisbane Lions,carlton blues,2024-03-08,2024,0,The Gabba,H,L,0,0.8,96.8,-1,160.0,0.0,1.0,0.5,0.6105919003115264
Brisbane Lions,Fremantle Dockers,2024-03-17,2024,1,Optus Stadium,A,L,0,0.6,89.0,-2,9.0,0.0,5.0,0.4838709677419355,0.6
Brisbane Lions,Collingwood Magpies,2024-03-28,2024,3,The Gabba,H,L,0,0.4,88.6,-3,11.0,0.0,10.0,0.5862068965517241,0.6086956521739131
Brisbane Lions,North Melbourne Kangaroos,2024-04-05,2024,4,Norwood Oval,H,W,1,0.2,78.4,-4,8.0,0.0,14.0,0.5128205128205128,
Brisbane Lions,Melbourne Demons,2024-04-11,2024,5,Melbourne Cricket Ground,A,W,1,0.2,85.0,1,6.0,4.0,11.0,0.5454545454545454,0.26666666666666666
Brisbane Lions,Geelong Cats,2024-04-20,2024,6,The Gabba,H,L,0,0.4,84.2,2,9.0,8.0,9.0,0.3870967741935484,0.6068111455108359
Brisbane Lions,greater western sydney giants,2024-04-25,2024,7,Manuka Oval,A,L,0,0.4,74.6,-1,5.0,8.0,12.0,,1.0
Brisbane Lions,Gold Coast Suns,2024-05-05,2024,8,The Gabba,H,W,1,0.4,72.4,-2,10.0,8.0,12.0,0.7142857142857143,0.6049382716049383
